index	WEO_Subject_Code	ISO	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Estimates_Start_After
2606	PPPPC	GMB	771.526	718.851	889.046	1,008.73	927.019	952.634	955.723	967.971	978.876	1,019.30	1,073.31	1,088.50	1,088.43	1,093.05	1,042.26	1,066.09	1,084.56	1,070.23	1,120.14	1,175.65	1,231.72	1,292.06	1,229.92	1,298.32	1,382.57	1,368.65	1,381.31	1,422.99	1,485.45	1,542.57	1,610.16	1,522.37	1,584.68	1,633.36	1,624.22	1,658.34	1,666.60	1,697.91	1,739.38	1,782.85	1,826.00	1,873.97	1,926.08	2010
2607	PPPSH	GMB	0.003	0.003	0.004	0.004	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	2011
2608	PPPEX	GMB	1.441	1.596	1.364	1.342	1.43	1.693	2.249	2.922	3.055	3.347	3.722	4.123	4.352	4.493	4.74	4.679	4.785	5.003	4.98	5.065	5.132	5.78	6.609	8.253	9.014	9.046	8.946	9.089	9.093	9.492	9.781	9.939	10.194	10.601	11.103	11.685	12.334	13.06	13.598	13.992	14.319	14.581	14.787	2013
2609	NID_NGDP	GMB	3.733	7.091	6.47	5.789	5.887	5.499	3.991	5.082	4.033	4.565	5.303	4.87	5.061	5.278	4.685	6.904	6.779	6.921	5.802	5.304	4.562	11.173	7.278	10.039	24.217	21.984	24.277	19.09	15.858	19.614	21.319	18.939	27.795	20.018	20.88	19.699	18.705	16.864	16.537	15.81	15.174	15.421	14.738	2013
2610	NGSD_NGDP	GMB	0	10.109	15.414	14.428	11.295	12.398	10.178	12.116	13.488	13.474	12.299	12.892	13.42	11.026	10.641	15.536	8.972	3.956	0.998	1.307	-1.103	7.429	1.559	3.914	19.696	11.639	17.364	10.793	3.628	7.083	5.026	6.657	19.87	9.824	10.054	4.687	8.655	5.979	5.955	5.381	7.582	8.646	8.101	2013
2611	PCPI	GMB	20.415	22.031	23.846	26.384	32.217	38.119	59.677	73.827	82.354	89.152	100	108.642	118.946	126.637	128.803	137.795	139.31	143.184	144.78	150.291	151.57	158.379	172.015	201.312	230.074	241.484	246.448	259.682	271.24	283.593	297.913	312.201	326.703	343.827	365.358	390.233	418.425	452.358	480.206	503.52	523.844	542.107	558.838	2016
2612	PCPIPCH	GMB	5.019	7.92	8.235	10.645	22.106	18.32	56.556	23.712	11.549	8.255	12.168	8.642	9.484	6.466	1.71	6.981	1.099	2.781	1.114	3.807	0.851	4.492	8.61	17.032	14.287	4.959	2.056	5.37	4.451	4.554	5.049	4.796	4.645	5.241	6.262	6.808	7.225	8.11	6.156	4.855	4.036	3.486	3.086	2016
2613	PCPIE	GMB	20.685	21.538	24.28	28.016	34.93	43.822	66.741	76.964	86.521	93.783	103.619	115.59	120.498	126.677	133.065	138.44	141.559	141.996	148.782	151.385	151.693	163.932	185.252	217.789	235.407	246.814	247.859	262.78	280.741	288.371	305.063	318.432	334.059	352.684	377.193	402.34	434.025	464.25	489.414	511.126	529.712	547.385	562.911	2016
2614	PCPIEPCH	GMB	n/a	4.126	12.731	15.385	24.681	25.455	52.301	15.317	12.418	8.394	10.487	11.553	4.246	5.128	5.043	4.039	2.253	0.309	4.779	1.749	0.203	8.069	13.005	17.564	8.09	4.846	0.423	6.02	6.835	2.718	5.789	4.382	4.908	5.575	6.95	6.667	7.875	6.964	5.42	4.436	3.636	3.336	2.836	2016
2615	FLIBOR6	GMB																																												
2616	TM_RPCH	GMB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.247	-17.289	9.508	-15.754	23.941	-3.445	-6.053	-0.032	-6.065	-4.706	7.804	4.736	9.627	1.596	6.074	6.161	1.573	3	1	2	3.5	3.5	3.5	2015
2617	TMG_RPCH	GMB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.771	-12.53	15.041	-21.161	28.78	-0.115	-2.212	1.209	-4.406	-1.065	-10.181	-3.485	19.789	6.84	7.369	5.909	8.884	7.617	7.657	7.487	7.511	7.831	7.621	2015
2618	TX_RPCH	GMB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10.98	-17.392	1.693	-19.826	20	8.9	6.856	1.69	-3.96	-0.963	0.299	2.744	15.884	-8.263	-9.915	-11.794	5.007	1.253	3.685	4.485	5.729	6.95	5.035	2015
2619	TXG_RPCH	GMB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	34.837	28.059	6.216	-53.83	-28.975	9.814	-11.381	16.039	-6.952	9.921	0.906	17.394	4.699	4.047	4.019	4.626	4.677	5.168	5.168	5.168	5.168	5.168	5.168	2015
2620	LUR	GMB																																												
2621	LE	GMB																																												
2622	LP	GMB	0.564	0.599	0.621	0.646	0.672	0.7	0.729	0.758	0.789	0.822	0.855	0.89	0.927	0.981	1.015	1.047	1.078	1.127	1.159	1.193	1.229	1.267	1.308	1.35	1.395	1.441	1.488	1.536	1.587	1.639	1.693	1.749	1.807	1.867	1.928	1.991	2.057	2.124	2.194	2.266	2.341	2.418	2.498	2010
2623	GGR	GMB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.22	1.126	1.529	1.82	3.065	2.823	3.203	3.651	3.846	4.909	5.026	5.619	7.397	5.992	7.72	8.335	8.346	8.644	10.679	12.357	13.814	15.295	17.12	2016
2624	GGR_NGDP	GMB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15.701	11.897	14.382	12.581	17.634	15.83	17.423	18.372	17.945	20.458	18.852	21.234	25.339	18.537	22.2	21.605	19.743	18.35	20.577	21.858	22.568	23.15	24.068	2016
2625	GGX	GMB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.231	1.522	1.887	2.315	3.769	3.87	4.148	3.563	4.106	5.546	6.292	6.871	8.675	8.753	9.757	11.681	12.643	12.656	13.994	15.114	16.307	17.617	18.821	2016
2626	GGX_NGDP	GMB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15.851	16.09	17.75	16.001	21.687	21.698	22.562	17.932	19.156	23.111	23.6	25.963	29.718	27.077	28.059	30.276	29.909	26.869	26.965	26.733	26.642	26.664	26.459	2016
2627	GGXCNL	GMB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.012	-0.397	-0.358	-0.495	-0.704	-1.047	-0.945	0.087	-0.26	-0.637	-1.266	-1.252	-1.278	-2.76	-2.037	-3.346	-4.297	-4.012	-3.315	-2.756	-2.494	-2.322	-1.701	2016
2628	GGXCNL_NGDP	GMB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.151	-4.193	-3.367	-3.421	-4.053	-5.868	-5.139	0.44	-1.212	-2.653	-4.747	-4.73	-4.379	-8.54	-5.859	-8.672	-10.165	-8.518	-6.388	-4.875	-4.074	-3.514	-2.391	2016
2629	GGSB	GMB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.134	-0.533	-0.685	-0.741	-1.252	-1.267	-1.125	-0.107	-0.606	-1.657	-2.331	-2.607	-3.889	-3.486	-3.322	-4.068	-5.005	-4.935	-4.302	-3.721	-3.427	-3.302	-2.73	2016
2630	GGSB_NPGDP	GMB																																												
2631	GGXONLB	GMB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.236	-0.103	0.013	0.113	0.164	0.084	-0.023	0.903	0.229	0.105	-0.5	-0.284	-0.199	-1.453	-0.143	-0.548	-1.036	-0.963	0.182	1.192	2.04	2.436	3.435	2016
2632	GGXONLB_NGDP	GMB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3.032	-1.088	0.119	0.778	0.941	0.473	-0.127	4.542	1.07	0.437	-1.874	-1.074	-0.682	-4.497	-0.41	-1.419	-2.451	-2.044	0.352	2.109	3.332	3.687	4.829	2016
2633	GGXWDN	GMB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9.457	11.83	16.583	22.05	23.485	24.256	25.84	12.103	13.7	15.018	18.567	20.45	22.464	26.93	36.528	42.52	49.086	54.098	58.105	61.354	64.16	66.719	68.549	2016
2634	GGXWDN_NGDP	GMB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	121.737	125.027	156.014	152.389	135.12	135.995	140.551	60.909	63.922	62.583	69.639	77.274	76.955	83.312	105.045	110.211	116.114	114.851	111.965	108.522	104.823	100.984	96.369	2016
2635	GGXWDG	GMB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9.457	11.83	16.583	22.05	23.485	24.256	25.84	12.103	13.7	15.018	18.567	20.45	22.464	26.93	36.528	42.52	49.086	54.098	58.105	61.354	64.16	66.719	68.549	2016
2636	GGXWDG_NGDP	GMB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	121.737	125.027	156.014	152.389	135.12	135.995	140.551	60.909	63.922	62.583	69.639	77.274	76.955	83.312	105.045	110.211	116.114	114.851	111.965	108.522	104.823	100.984	96.369	2016
2637	NGDP_FY	GMB	0.627	0.687	0.753	0.874	0.892	1.129	1.566	2.145	2.361	2.803	3.416	3.995	4.389	4.817	5.014	5.221	5.594	6.033	6.465	7.104	7.768	9.462	10.629	14.47	17.381	17.836	18.385	19.871	21.433	23.997	26.662	26.465	29.191	32.324	34.774	38.581	42.274	47.103	51.896	56.536	61.208	66.069	71.132	2016
2638	BCA	GMB	-0.117	-0.035	-0.006	-0.004	-0.013	-0.006	-0.001	-0.004	0.01	0.005	-0.008	--	--	-0.017	-0.01	-0.016	-0.053	-0.005	-0.01	-0.012	-0.035	-0.033	-0.033	-0.039	-0.026	-0.065	-0.045	-0.066	-0.118	-0.113	-0.155	-0.11	-0.072	-0.092	-0.09	-0.134	-0.097	-0.113	-0.117	-0.122	-0.125	-0.122	-0.127	2014
2639	BCA_NGDPD	GMB	-32.222	-9.935	-1.931	-1.078	-5.598	-2.155	-0.637	-1.394	2.719	1.402	-1.787	-0.107	-0.077	-3.126	-1.876	-2.897	-9.213	-0.82	-1.66	-1.961	-5.709	-5.479	-6.126	-7.358	-4.521	-10.345	-6.913	-8.297	-12.23	-12.531	-16.293	-12.283	-7.924	-10.195	-10.826	-15.011	-10.051	-10.885	-10.582	-10.429	-10.067	-9.183	-8.963	2013
2640	NGDP_R	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.442	4.558	5.036	5.569	5.729	5.898	6.043	6.328	6.681	7.427	7.858	8.611	9.423	10.608	10.864	10.468	11.122	11.925	12.682	13.112	13.718	14.113	14.498	15.002	15.6	16.295	17.109	18.044	19.043	2016
2641	NGDP_RPCH	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.6	10.5	10.566	2.878	2.96	2.452	4.715	5.581	11.169	5.796	9.588	9.421	12.579	2.418	-3.65	6.249	7.222	6.35	3.387	4.623	2.88	2.723	3.482	3.983	4.457	4.991	5.465	5.539	2016
2642	NGDP	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.912	2.457	3.868	4.555	5.022	5.669	6.043	6.674	7.456	8.564	9.824	11.621	13.79	16.994	19.075	17.986	20.743	24.344	26.167	26.847	29.15	31.756	33.664	36.227	38.782	41.717	45.12	49.019	53.304	2016
2643	NGDPD	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.827	1.907	3.063	3.511	3.607	2.805	3.057	3.218	3.396	3.991	5.126	6.411	7.745	10.173	12.795	10.767	11.638	14.435	15.847	16.141	16.515	13.996	14.222	13.723	14.852	15.977	17.28	18.773	20.414	2016
2644	NGDP_D	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	20.52	53.91	76.81	81.797	87.663	96.105	100	105.468	111.597	115.304	125.025	134.95	146.35	160.201	175.574	171.823	186.509	204.141	206.328	204.755	212.496	225.005	232.205	241.476	248.601	256.01	263.73	271.667	279.914	2016
2645	NGDPRPC	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	901.109	950.706	1,077.43	1,221.61	1,271.70	1,319.62	1,362.52	1,437.73	1,528.34	1,720.09	1,842.61	2,044.94	2,266.39	2,584.73	2,682.20	2,618.89	2,820.31	3,065.57	3,305.72	3,466.02	3,678.29	3,793.49	3,917.00	4,061.68	4,223.54	4,410.14	4,632.41	4,893.64	5,177.90	2015
2646	NGDPPC	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	184.909	512.527	827.57	999.238	1,114.81	1,268.22	1,362.52	1,516.34	1,705.59	1,983.33	2,303.72	2,759.65	3,316.86	4,140.76	4,709.24	4,499.85	5,260.13	6,258.08	6,820.60	7,096.84	7,816.19	8,535.52	9,095.45	9,808.01	10,499.78	11,290.40	12,217.02	13,294.42	14,493.68	2015
2647	NGDPDPC	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	167.794	397.848	655.332	770.192	800.675	627.58	689.35	731.21	776.793	924.35	1,201.95	1,522.42	1,862.95	2,478.77	3,158.88	2,693.73	2,951.24	3,710.70	4,130.55	4,266.59	4,428.26	3,761.91	3,842.43	3,715.39	4,021.14	4,323.92	4,678.79	5,091.41	5,550.69	2015
2648	NGAP_NPGDP	GEO																																												
2649	PPPGDP	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7.542	7.899	8.888	9.995	10.394	10.866	11.386	12.194	13.072	14.822	16.112	18.225	20.555	23.757	24.808	24.084	25.902	28.346	30.701	32.254	34.349	35.719	37.174	39.318	41.8	44.62	47.792	51.425	55.403	2016
2650	PPPPC	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,529.78	1,647.65	1,901.35	2,192.69	2,307.36	2,430.95	2,567.10	2,770.52	2,990.35	3,432.63	3,778.26	4,328.04	4,944.11	5,788.62	6,124.74	6,025.59	6,568.29	7,286.87	8,002.44	8,526.00	9,210.16	9,600.80	10,043.77	10,644.83	11,316.79	12,075.98	12,940.43	13,947.09	15,064.26	2015
2651	PPPSH	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.021	0.021	0.022	0.023	0.023	0.023	0.023	0.023	0.024	0.026	0.026	0.027	0.028	0.03	0.03	0.029	0.029	0.03	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.031	0.032	0.032	0.033	2011
2652	PPPEX	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.121	0.311	0.435	0.456	0.483	0.522	0.531	0.547	0.57	0.578	0.61	0.638	0.671	0.715	0.769	0.747	0.801	0.859	0.852	0.832	0.849	0.889	0.906	0.921	0.928	0.935	0.944	0.953	0.962	2016
2653	NID_NGDP	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	19.801	17.837	27.17	26.453	26.582	28.314	25.476	31.321	31.908	33.487	30.858	32.056	25.959	13.026	21.586	26.158	28.95	24.781	29.807	32.06	31.839	33.443	34.859	35.621	35.895	36.645	36.287	2016
2654	NGSD_NGDP	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.711	12.51	-60.669	-59.155	-62.28	-67.208	-78.596	-71.494	0	22.836	22.404	22.469	14.905	14.418	5.066	2.603	11.64	13.566	18.111	19.49	19.174	20.136	19.432	20.506	22.408	24.129	24.868	26.313	27.083	2016
2655	PCPI	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	25.535	67.085	93.468	100	103.552	123.359	128.343	134.359	141.855	148.643	157.051	170.003	185.577	202.734	223.006	226.858	242.99	263.75	261.261	259.923	267.9	278.628	284.573	300.782	307.933	317.143	326.658	336.457	346.551	2016
2656	PCPIPCH	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	162.718	39.329	6.988	3.552	19.128	4.04	4.688	5.579	4.785	5.656	8.247	9.161	9.245	9.999	1.728	7.111	8.543	-0.944	-0.512	3.069	4.005	2.133	5.696	2.377	2.991	3	3	3	2016
2657	PCPIE	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	52.136	82.048	93.279	100	110.669	122.693	128.385	132.753	139.952	149.683	160.884	170.825	185.82	206.213	217.653	224.153	249.35	254.44	250.945	256.898	261.912	274.692	279.723	294.878	303.672	312.782	322.165	331.83	341.785	2016
2658	PCPIEPCH	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	57.373	13.689	7.205	10.669	10.865	4.639	3.403	5.423	6.953	7.483	6.179	8.778	10.975	5.548	2.986	11.241	2.041	-1.373	2.372	1.952	4.879	1.832	5.418	2.982	3	3	3	3	2016
2659	FLIBOR6	GEO																																												
2660	TM_RPCH	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.142	14.699	62.644	21.585	-1.012	-8.847	-2.1	6.609	16.118	13.782	17.066	8.959	13.702	11.081	-15.666	-0.239	12.706	18.757	3.454	14.784	9.838	22.637	-0.203	1.315	1.878	6.686	-2.292	6.408	2016
2661	TMG_RPCH	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.9	11.81	42.795	28.251	-2.383	-18.031	-3.375	13.356	23.029	16.261	18.165	10.784	13.568	11.105	-17.053	-0.749	15.46	19.229	2.681	14.966	11.131	25.589	-1.215	0.545	1.119	6.945	-4.075	6.49	2016
2662	TX_RPCH	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-9.591	8.738	39.54	13.838	6.102	46.85	-3.059	10.2	14.268	2.188	13.665	-4.76	6.338	-4.508	9.937	5.994	14.494	17.772	23.277	1.81	1.772	6.802	8.701	5.401	6.346	7.43	7.625	7.41	2016
2663	TXG_RPCH	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-8.2	18.552	27.572	1.294	3.208	15.631	-7.291	25.275	22.509	3.126	16.739	-11.399	5.177	-2.713	2.527	2.299	19.991	12.96	27.43	-0.814	-12.53	1.532	5.756	6.712	7.595	9.125	9.207	9.223	2016
2664	LUR	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12.715	7.551	12.381	12.628	10.346	11.148	12.594	11.501	12.624	13.8	13.578	13.279	16.469	16.85	16.291	15.062	15.034	14.563	12.353	11.95	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2015
2665	LE	GEO																																												
2666	LP	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.93	4.794	4.675	4.558	4.505	4.47	4.435	4.401	4.372	4.318	4.265	4.211	4.158	4.104	4.051	3.997	3.944	3.89	3.837	3.783	3.73	3.72	3.701	3.694	3.694	3.695	3.693	3.687	3.678	2015
2667	GGR	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.106	0.272	0.497	0.708	0.77	0.877	0.932	1.106	1.211	1.368	2.267	2.838	3.678	4.972	5.854	5.264	5.866	6.87	7.539	7.386	8.164	8.923	9.623	10.608	11.075	11.889	12.886	14.033	15.221	2016
2668	GGR_NGDP	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11.636	11.066	12.844	15.195	15.195	15.396	15.417	16.567	16.242	15.971	23.075	24.42	26.669	29.259	30.69	29.27	28.28	28.222	28.81	27.512	28.007	28.1	28.585	29.283	28.556	28.498	28.558	28.629	28.554	2016
2669	GGX	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.395	0.731	1.026	0.976	1.152	1.051	1.154	1.225	1.416	1.904	2.582	3.212	4.831	6.231	6.441	6.858	7.081	7.737	7.75	8.728	9.325	10.168	11.115	11.789	12.705	13.69	14.899	16.213	2016
2670	GGX_NGDP	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16.091	18.92	22.013	19.269	20.232	17.392	17.294	16.434	16.535	19.382	22.215	23.293	28.427	32.666	35.813	33.06	29.088	29.567	28.866	29.942	29.366	30.203	30.68	30.398	30.456	30.341	30.394	30.417	2016
2671	GGXCNL	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.123	-0.235	-0.318	-0.206	-0.275	-0.119	-0.049	-0.014	-0.048	0.363	0.256	0.466	0.141	-0.377	-1.177	-0.992	-0.211	-0.198	-0.364	-0.564	-0.402	-0.545	-0.506	-0.714	-0.817	-0.805	-0.866	-0.993	2016
2672	GGXCNL_NGDP	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-5.025	-6.076	-6.819	-4.074	-4.835	-1.975	-0.727	-0.192	-0.563	3.693	2.205	3.376	0.832	-1.976	-6.543	-4.78	-0.866	-0.757	-1.355	-1.936	-1.265	-1.618	-1.397	-1.841	-1.957	-1.783	-1.766	-1.863	2016
2673	GGSB	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.543	0.392	0.539	-0.052	-0.442	-1.074	-0.708	-0.22	-0.405	-0.093	-0.443	-0.235	-0.205	-0.085	-0.292	-0.395	-0.414	-0.576	-0.817	2016
2674	GGSB_NPGDP	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.431	3.353	3.939	-0.323	-2.391	-5.697	-3.315	-0.9	-1.57	-0.346	-1.538	-0.741	-0.606	-0.232	-0.75	-0.948	-0.923	-1.194	-1.573	2016
2675	GGXONLB	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.069	-0.177	-0.233	-0.078	-0.125	0.051	0.069	0.132	0.12	0.504	0.376	0.569	0.239	-0.256	-1.006	-0.786	0.077	0.055	-0.126	-0.316	-0.072	-0.142	0.006	-0.18	-0.243	-0.182	-0.211	-0.31	2016
2676	GGXONLB_NGDP	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-2.802	-4.586	-4.993	-1.544	-2.194	0.836	1.033	1.776	1.406	5.127	3.238	4.127	1.406	-1.344	-5.591	-3.787	0.317	0.212	-0.47	-1.083	-0.227	-0.421	0.018	-0.463	-0.583	-0.402	-0.43	-0.582	2016
2677	GGXWDN	GEO																																												
2678	GGXWDN_NGDP	GEO																																												
2679	GGXWDG	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.089	4.089	4.333	5.402	4.956	4.638	4.414	4.334	5.942	7.38	8.796	8.889	9.114	9.306	10.375	13.161	15.113	16.477	18.076	19.647	21.077	22.562	23.902	2016
2680	GGXWDG_NGDP	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	67.66	61.264	58.12	63.077	50.449	39.911	32.008	25.505	31.15	41.034	42.404	36.512	34.83	34.663	35.59	41.446	44.894	45.481	46.608	47.096	46.713	46.027	44.84	2016
2681	NGDP_FY	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.911	2.456	3.866	4.662	5.066	5.693	6.043	6.674	7.456	8.564	9.824	11.621	13.79	16.994	19.075	17.986	20.743	24.344	26.167	26.847	29.15	31.756	33.664	36.227	38.782	41.717	45.12	49.019	53.304	2016
2682	BCA	GEO	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.347	-0.383	-0.459	-0.462	-0.281	-0.177	-0.198	-0.219	-0.386	-0.356	-0.71	-1.176	-2.009	-2.813	-1.134	-1.193	-1.841	-1.854	-0.938	-1.756	-1.68	-1.764	-1.775	-1.849	-1.836	-1.905	-1.94	-1.879	2015
